Name,Parameter,Accuracy,Training time
KNeighborsClassifier,"{ n_neighbors: 6, distance: euclidean distance (L2),best validation set size: 25%,batch size of validation set: 500, batch size of test set: 500 }",87.0,0:00:35.908286
